,Subsistema,Data,ENA_Bruta[MWmed],ENA_Bruta[%MLT],ENA_Armazenavel[MWmed],ENA_Armazenavel[%MLT],EAR_max,EAR[MWmes],EAR[%max],Carga_Diaria[MWmed],CMO_semanal[R$/MWh],CMO_leve[R$/MWh],CMO_media[R$/MWh],CMO_pesada[R$/MWh],Diferenca_CMO [R$/MWh],Razao_CMO
256,Sudeste,2023-02-27,79138.8046875,111.93219757,48049.65234375,67.96040344,204615.328125,157290.8125,76.87149811,45260.87695833,,,,,,
257,Sul,2023-02-27,9244.9296875,110.95120239,7352.29882813,88.23719788,20459.2421875,17622.78320313,86.13610077,12771.63208333,,,,,,
258,Nordeste,2023-02-27,9521.97753906,67.22039795,9297.18847656,65.63349915,51691.2265625,43983.81640625,85.08950043,11926.555,,,,,,
259,Norte,2023-02-27,23463.36328125,103.98919678,16925.86523438,75.01509857,15302.39648438,14729.63085938,96.25700378,6704.745625,,,,,,
260,Sudeste,2023-02-26,79889.9140625,112.99459839,45373.4765625,64.1753006,204615.328125,157312.234375,76.88189697,38595.17895833,,,,,,
261,Sul,2023-02-26,10145.34570313,121.75740051,6271.35205078,75.26439667,20459.2421875,17634.66210938,86.19409943,9914.62829167,,,,,,
262,Nordeste,2023-02-26,10442.05175781,73.71569824,10202.24707031,72.02279663,51691.2265625,43836.88671875,84.80529785,10670.77216667,,,,,,
263,Norte,2023-02-26,23554.45117188,104.39289856,17219.27929688,76.31559753,15302.39648438,14661.86816406,95.81420135,6093.26845833,,,,,,
264,Sudeste,2023-02-25,80259.359375,113.51709747,47536.13671875,67.23410034,204615.328125,157090.890625,76.77380371,40896.23145833,0.0,0.0,0.0,0.0,0.0,0.0
265,Sul,2023-02-25,11134.54589844,133.6289978,5629.72802734,67.56410217,20459.2421875,17656.88671875,86.30269623,11035.62733333,0.0,0.0,0.0,0.0,0.0,0.0
266,Nordeste,2023-02-25,11270.76660156,79.56600189,11045.9765625,77.97910309,51691.2265625,43704.0234375,84.54820251,11434.607875,0.0,0.0,0.0,0.0,0.0,0.0
267,Norte,2023-02-25,23488.31640625,104.09980011,17266.02734375,76.52269745,15302.39648438,14596.58300781,95.38760376,6456.64370833,0.0,0.0,0.0,0.0,0.0,0.0
268,Nordeste,2023-02-24,11622.14257813,82.04650116,11310.18457031,79.84429932,51691.2265625,43586.94140625,84.32170105,12160.338875,,,,,,
269,Norte,2023-02-24,23403.75,103.72499847,17439.71875,77.29250336,15302.39648438,14552.70605469,95.10079956,6792.74445833,,,,,,
270,Sul,2023-02-24,11432.10058594,137.20010376,9397.54394531,112.78279877,20459.2421875,17690.83398438,86.46869659,12726.85875,,,,,,
271,Sudeste,2023-02-24,78700.671875,111.3125,48928.4921875,69.20339966,204615.328125,156630.578125,76.54879761,43839.55329167,,,,,,
272,Sudeste,2023-02-23,77026.078125,108.94400024,47471.328125,67.14240265,204615.328125,155878.34375,76.18119812,43828.38454167,,,,,,
273,Sul,2023-02-23,9941.99609375,119.31690216,8505.4296875,102.07620239,20459.2421875,17643.34765625,86.23660278,13146.50629167,,,,,,
274,Nordeste,2023-02-23,12137.28613281,85.68319702,11756.64746094,82.99610138,51691.2265625,43484.5546875,84.123703,12219.403875,,,,,,
275,Norte,2023-02-23,23298.87304688,103.2602005,17840.33789063,79.06809998,15302.39648438,14520.84667969,94.89260101,6758.15979167,,,,,,
276,Sudeste,2023-02-22,76795.53125,108.61799622,44800.75,63.36520004,204615.328125,155243.34375,75.8707962,41906.700375,,,,,,
277,Sul,2023-02-22,9073.08398438,108.88880157,5920.29003906,71.05120087,20459.2421875,17639.77539063,86.21910095,12580.84245833,,,,,,
278,Nordeste,2023-02-22,12621.88378906,89.10420227,12248.671875,86.46949768,51691.2265625,43333.24609375,83.83100128,11645.76579167,,,,,,
279,Norte,2023-02-22,23016.52734375,102.0089035,17837.16796875,79.05400085,15302.39648438,14437.06152344,94.3451004,6368.992375,,,,,,
280,Sudeste,2023-02-21,76649.875,108.41190338,42549.73046875,60.1814003,204615.328125,154878.078125,75.69229889,39006.98304167,,,,,,
281,Sul,2023-02-21,7661.52490234,91.94830322,4192.62890625,50.31700134,20459.2421875,17651.1640625,86.27480316,11328.00245833,,,,,,
282,Nordeste,2023-02-21,13032.07714844,92.0,12530.39648438,88.45829773,51691.2265625,43138.640625,83.45449829,10777.925125,,,,,,
283,Norte,2023-02-21,22671.44921875,100.47949982,17030.0078125,75.47669983,15302.39648438,14357.11523438,93.8227005,5986.96070833,,,,,,
284,Nordeste,2023-02-20,13393.59765625,94.55210114,13022.97265625,91.93569946,51691.2265625,42949.75390625,83.0891037,10902.385375,,,,,,
285,Norte,2023-02-20,22338.07226563,99.0019989,16821.8828125,74.5542984,15302.39648438,14243.63476563,93.08110046,6025.56941667,,,,,,
286,Sul,2023-02-20,6140.26708984,73.69120026,5537.08496094,66.45220184,20459.2421875,17659.0078125,86.31310272,11576.179625,,,,,,
287,Sudeste,2023-02-20,76843.703125,108.68609619,46709.1875,66.0644989,204615.328125,154374.171875,75.44599915,38635.65629167,,,,,,
288,Sudeste,2023-02-19,76619.7265625,108.36930084,44750.17578125,63.29370117,204615.328125,154024.40625,75.27510071,35523.881625,,,,,,
289,Sul,2023-02-19,5840.64599609,70.09539795,5234.85498047,62.82509995,20459.2421875,17641.8203125,86.22910309,8673.64466667,,,,,,
290,Nordeste,2023-02-19,13631.27832031,96.23000336,13134.12988281,92.72039795,51691.2265625,42678.765625,82.56479645,10699.209,,,,,,
291,Norte,2023-02-19,21937.1484375,97.22509766,16823.54296875,74.56169891,15302.39648438,14168.72070313,92.59149933,5980.73870833,,,,,,
292,Sudeste,2023-02-18,74518.7265625,105.39769745,46214.6015625,65.36489868,204615.328125,153371.546875,74.95600128,40271.77404167,0.0,0.0,0.0,0.0,0.0,0.0
293,Sul,2023-02-18,5906.61914063,70.88710022,5223.19189453,62.68510056,20459.2421875,17576.0390625,85.9076004,9799.65804167,0.0,0.0,0.0,0.0,0.0,0.0
294,Nordeste,2023-02-18,13720.37011719,96.85900116,13276.27734375,93.72389984,51691.2265625,42433.21484375,82.08979797,11484.828125,0.0,0.0,0.0,0.0,0.0,0.0
295,Norte,2023-02-18,21795.99023438,96.59950256,16906.59179688,74.92970276,15302.39648438,14092.0,92.09020233,6339.66879167,0.0,0.0,0.0,0.0,0.0,0.0
296,Sudeste,2023-02-17,73075.3359375,103.35620117,46881.375,66.30799866,204615.328125,152751.46875,74.65299988,45656.72691667,,,,,,
297,Sul,2023-02-17,5878.01611328,70.54380035,5576.72119141,66.92790222,20459.2421875,17519.00976563,85.62879944,13308.38320833,,,,,,
298,Nordeste,2023-02-17,13827.47363281,97.61509705,13507.39257813,95.35549927,51691.2265625,42152.7734375,81.54730225,12384.37358333,,,,,,
299,Norte,2023-02-17,21740.79101563,96.35479736,17105.57617188,75.81159973,15302.39648438,14081.46875,92.02130127,6706.58020833,,,,,,
300,Sul,2023-02-16,5892.83398438,70.72170258,5755.24511719,69.07039642,20459.2421875,17535.44921875,85.709198,14428.67845833,,,,,,
301,Nordeste,2023-02-16,13933.20800781,98.3615036,13664.60351563,96.46530151,51691.2265625,41897.72265625,81.05380249,12679.46941667,,,,,,
302,Norte,2023-02-16,21686.97851563,96.11630249,17051.25390625,75.57089996,15302.39648438,14128.08398438,92.3259964,6677.77020833,,,,,,
303,Sudeste,2023-02-16,72445.125,102.46479797,46421.7578125,65.65789795,204615.328125,152271.078125,74.41819763,45660.12670833,,,,,,
304,Sudeste,2023-02-15,72334.9453125,102.30899811,46404.86328125,65.63400269,204615.328125,152089.78125,74.32959747,45879.404125,,,,,,
305,Sul,2023-02-15,5391.95214844,64.71040344,5274.03222656,63.29529953,20459.2421875,17551.03710938,85.78540039,14647.50425,,,,,,
306,Nordeste,2023-02-15,14089.11230469,99.46209717,13770.26953125,97.2111969,51691.2265625,41611.1796875,80.49949646,12602.26258333,,,,,,
307,Norte,2023-02-15,21753.35742188,96.41049957,17121.2890625,75.88130188,15302.39648438,14185.04199219,92.69819641,6791.43420833,,,,,,
308,Sudeste,2023-02-14,72336.71875,102.31150055,47985.40234375,67.86949921,204615.328125,151644.5,74.11199951,45120.92891667,,,,,,
309,Sul,2023-02-14,5308.04882813,63.70349884,5183.10595703,62.20399857,20459.2421875,17608.6171875,86.06680298,15922.07120833,,,,,,
310,Nordeste,2023-02-14,14132.53515625,99.76860046,13769.06054688,97.20269775,51691.2265625,41383.24609375,80.0585022,12405.95091667,,,,,,
311,Norte,2023-02-14,21960.68359375,97.32939911,17312.24023438,76.7276001,15302.39648438,14205.70214844,92.83319855,6747.09483333,,,,,,
312,Norte,2023-02-13,22198.62109375,98.3839035,17498.88476563,77.55480194,15302.39648438,14187.32714844,92.71309662,6732.71245833,,,,,,
313,Sudeste,2023-02-13,71766.921875,101.50559998,47051.95703125,66.54930115,204615.328125,151054.453125,73.82360077,43538.46820833,,,,,,
314,Sul,2023-02-13,5482.00097656,65.79109955,5283.52294922,63.40919876,20459.2421875,17701.57617188,86.52120209,15428.83604167,,,,,,
315,Nordeste,2023-02-13,14091.54394531,99.47930145,13541.00292969,95.59269714,51691.2265625,41139.234375,79.58650208,12259.77391667,,,,,,
316,Sul,2023-02-12,5771.94384766,69.27079773,5578.06689453,66.94409943,20459.2421875,17778.44335938,86.89689636,11632.39154167,,,,,,
317,Norte,2023-02-12,22319.54296875,98.9197998,17362.16015625,76.94879913,15302.39648438,14138.9921875,92.39720154,6106.552125,,,,,,
318,Nordeste,2023-02-12,14198.94042969,100.23739624,12428.09765625,87.73619843,51691.2265625,40869.4765625,79.06459808,10912.91754167,,,,,,
319,Sudeste,2023-02-12,71210.8125,100.71900177,46886.86328125,66.31580353,204615.328125,150604.453125,73.60369873,37128.52304167,,,,,,
320,Sudeste,2023-02-11,70638.4765625,99.90950012,50869.515625,71.94879913,204615.328125,149917.6875,73.26809692,40558.25266667,0.0,0.0,0.0,0.0,0.0,0.0
321,Sul,2023-02-11,6001.99609375,72.03179932,5823.76904297,69.89279938,20459.2421875,17771.09570313,86.86100006,12904.76675,0.0,0.0,0.0,0.0,0.0,0.0
322,Nordeste,2023-02-11,14344.33203125,101.26380157,12265.59082031,86.58889771,51691.2265625,40610.12890625,78.56289673,11709.16441667,0.0,0.0,0.0,0.0,0.0,0.0
323,Norte,2023-02-11,22481.2421875,99.6364975,17482.4765625,77.48200226,15302.39648438,14090.94921875,92.08329773,6318.9715,0.0,0.0,0.0,0.0,0.0,0.0
324,Sudeste,2023-02-10,70659.1484375,99.938797,53583.296875,75.78710175,204615.328125,149185.203125,72.91010284,44638.84783333,,,,,,
325,Sul,2023-02-10,6036.15722656,72.4417038,5953.92285156,71.45480347,20459.2421875,17748.61523438,86.75109863,15296.64483333,,,,,,
